Field Name,Field Label,View Type,View Type Name,Description,Input to GPT,New Description
TskRemainExpBill,Expenses Remaining (Exp Est-Billable Exp),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),[Expenses Estimated]-[Billable Expenses to Date].  Note that we are taking 'input expenses' from the expense details for the <V>PROJECT</V> (not from invoices).,"Field Name: TskRemainExpBill, Field Label: Expenses Remaining (Exp Est-Billable Exp), View Type, 8, Description: [Expenses Estimated]-[Billable Expenses to Date].  Note that we are taking 'input expenses' from the expense details for the <V>PROJECT</V> (not from invoices).","{
    ""Field Name"": ""TskRemainExpBill"",
    ""View Type"": 8,
    ""Description"": ""The Expenses Remaining (Exp Est-Billable Exp) report field calculates the remaining expenses estimated for a project by subtracting the total billable expenses to date from the estimated expenses. This field provides insight into the projected expenses still to be billed for a specific project, based on input expenses from the expense details rather than from invoices.""
}"
TskRemainExpIn,Expenses Remaining (Exp Est-Input Exp),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),[Expenses Estimated]-[Actual Expense Input].  Note that we're using the input expense amount (not the 'billable' dollar amount) for each entry.,"Field Name: TskRemainExpIn, Field Label: Expenses Remaining (Exp Est-Input Exp), View Type, 8, Description: [Expenses Estimated]-[Actual Expense Input].  Note that we're using the input expense amount (not the 'billable' dollar amount) for each entry.","{
    ""Field Name"": ""TskRemainExpIn"", ""View Type"": 8, ""Description"": ""The Expenses Remaining (Exp Est-Input Exp) report field calculates the remaining expenses by subtracting the actual expense input from the estimated expenses. This field specifically uses the input expense amount for each entry, rather than the 'billable' dollar amount. It provides a clear view of how much of the estimated expenses remain to be incurred, allowing for accurate project financial tracking and decision-making.""
}"
TskRemainingHrs,Hours Remaining (Est-Projected),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),"[Hours Budget] - [Projected Budget]. This field is the total hours budget minus the total input hours and future allocated hours,  for this <V>PRJ_TASK</V>.","Field Name: TskRemainingHrs, Field Label: Hours Remaining (Est-Projected), View Type, 8, Description: [Hours Budget] - [Projected Budget]. This field is the total hours budget minus the total input hours and future allocated hours,  for this <V>PRJ_TASK</V>.","{
    ""Field Name"": ""TskRemainingHrs"", 
    ""View Type"": 8, 
    ""Description"": ""The TskRemainingHrs report field calculates the remaining hours for a specific task in a project. It subtracts the total input hours and future allocated hours from the total hours budget. This information is useful for project managers and team members to track the remaining effort needed to complete a task within the project.""
}"
TskRemainInvToDt,Charges Remaining (Est-Total Invoiced),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),"[Dollars Estimated] - [Actual Dollars Billed].  Note that we are taking actual dollars billed from the invoices for the <V>PROJECT</V> and not from the time/expense detail.  For this number to be accurate, you should be sub-totaling your invoices by <V>PRJ_TASK</V> (so you can link each line item on your invoices to a specific <V>PRJ_TASK</V>).","Field Name: TskRemainInvToDt, Field Label: Charges Remaining (Est-Total Invoiced), View Type, 8, Description: [Dollars Estimated] - [Actual Dollars Billed].  Note that we are taking actual dollars billed from the invoices for the <V>PROJECT</V> and not from the time/expense detail.  For this number to be accurate, you should be sub-totaling your invoices by <V>PRJ_TASK</V> (so you can link each line item on your invoices to a specific <V>PRJ_TASK</V>).","{
    ""Field Name"": ""TskRemainInvToDt"",
    ""View Type"": 8,
    ""Description"": ""The TskRemainInvToDt report field calculates the remaining charges by subtracting the total amount invoiced from the estimated amount for a particular project task. It reports on the variance between the estimated charges and the actual dollars billed for the project. This field is used to track and monitor the remaining budget for a specific project task by comparing the estimated charges to the actual dollars billed, providing insights into project financial performance and helping with project management decisions."" 
}"
TskTotalBill,Total Billable (Fee+Expenses),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),Total BILLABLE fees+expenses input so far for this item (note that this is not related to invoiced amounts).,"Field Name: TskTotalBill, Field Label: Total Billable (Fee+Expenses), View Type, 8, Description: Total BILLABLE fees+expenses input so far for this item (note that this is not related to invoiced amounts).","{
    ""Field Name"": ""TskTotalBill"",
    ""View Type"": 8,
    ""Description"": ""TskTotalBill is a report field that represents the total billable fees and expenses input for a specific item. This field reports on the sum of both the billable fees and expenses incurred for the item. It is important to note that this field does not relate to the invoiced amounts. This field is used to track the total billable amount for an item and helps in measuring the billable revenue generated from the services provided.""
}"
TskTotalIn,Total Input (Fee+Expenses),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),Total fees+expenses INPUT so far for this item.,"Field Name: TskTotalIn, Field Label: Total Input (Fee+Expenses), View Type, 8, Description: Total fees+expenses INPUT so far for this item.","{
    ""Field Name"": ""TskTotalIn"",
    ""View Type"": 8,
    ""Description"": ""TskTotalIn is a report field that represents the total input for a specific item in a professional service firm. It includes the sum of both fees and expenses that have been input so far for the item. This field is useful for tracking the total financial input associated with a particular task or project, providing a clear overview of the costs and resource allocation.""
}"
TskTotalNC,Total Non-Billable (Fee+Expenses),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),Total NON-BILLABLE fees+expenses input so far for this item.,"Field Name: TskTotalNC, Field Label: Total Non-Billable (Fee+Expenses), View Type, 8, Description: Total NON-BILLABLE fees+expenses input so far for this item.","{
    ""Field Name"": ""TskTotalNC"",
    ""View Type"": 8,
    ""Description"": ""The TskTotalNC report field displays the total non-billable fees and expenses recorded for a specific item. This includes all non-billable costs and expenses that have been input for the item. It is used to track and manage non-billable expenses and services, providing insights into the overall non-billable activity for the item.""
}"
TskUnallocHrs,Unallocated Hours,8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),"[Hours Budget] - [Allocated Hours]. This field is the total hours budget minus the total allocated hours, or ""unallocated"" hours,  for this <V>PRJ_TASK</V>.","Field Name: TskUnallocHrs, Field Label: Unallocated Hours, View Type, 8, Description: [Hours Budget] - [Allocated Hours]. This field is the total hours budget minus the total allocated hours, or ""unallocated"" hours,  for this <V>PRJ_TASK</V>.","{
    ""Field Name"": ""TskUnallocHrs"", 
    ""View Type"": 8, 
    ""Description"": ""The TskUnallocHrs report field calculates the unallocated hours for a specific project task. It does this by subtracting the allocated hours from the total hours budget. This information is useful for project managers and team leaders to monitor the remaining available hours for a task and make informed resource allocation decisions.""
}"
TskUnbilledWip,WIP-Invoiced Amount,8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),"This calculated field shows the total billable dollar amount charged against each <V>PRJ_TASK</V> to date and compares it to the invoiced dollar amount to date.  Assuming that you are sub-totaling your invoices by <V>PRJ_TASK</V>, this column should show you the billable charges that have not yet been invoiced for a specific <V>PRJ_TASK</V>.  Note that this field does not track time/expenses not yet linked to a specific invoice (that's tracked as 'Total Unbilled WIP').","Field Name: TskUnbilledWip, Field Label: WIP-Invoiced Amount, View Type, 8, Description: This calculated field shows the total billable dollar amount charged against each <V>PRJ_TASK</V> to date and compares it to the invoiced dollar amount to date.  Assuming that you are sub-totaling your invoices by <V>PRJ_TASK</V>, this column should show you the billable charges that have not yet been invoiced for a specific <V>PRJ_TASK</V>.  Note that this field does not track time/expenses not yet linked to a specific invoice (that's tracked as 'Total Unbilled WIP').","{
    ""Field Name"": ""TskUnbilledWip"",
    ""View Type"": 8,
    ""Description"": ""The TskUnbilledWip field, labeled as WIP-Invoiced Amount, is a calculated field that reports the total billable dollar amount charged against each project task to date. It compares the billable charges to the invoiced dollar amount to date, showing the amount that has not yet been invoiced for a specific project task. This field is useful for tracking unbilled billable charges on a specific project task and does not track time/expenses not yet linked to a specific invoice, which is tracked separately as 'Total Unbilled WIP'.""
}"
TskUnbilledWipExps,WIP-Invoiced Amount (exps only),8,<WC@VOCAB>PRJ_TASK</WC@VOCAB> (by assigned Staff Member),"This calculated field shows the total billable dollar amount charged against each <V>PRJ_TASK</V> to date and compares it to the invoiced dollar amount to date.  Assuming that you are sub-totaling your invoices by <V>PRJ_TASK</V>, this column should show you the billable charges that have not yet been invoiced for a specific <V>PRJ_TASK</V>.  Note that this field does not track expenses not yet linked to a specific invoice (that's tracked as 'Unbilled Expense WIP').","Field Name: TskUnbilledWipExps, Field Label: WIP-Invoiced Amount (exps only), View Type, 8, Description: This calculated field shows the total billable dollar amount charged against each <V>PRJ_TASK</V> to date and compares it to the invoiced dollar amount to date.  Assuming that you are sub-totaling your invoices by <V>PRJ_TASK</V>, this column should show you the billable charges that have not yet been invoiced for a specific <V>PRJ_TASK</V>.  Note that this field does not track expenses not yet linked to a specific invoice (that's tracked as 'Unbilled Expense WIP').","{
    ""Field Name"": ""TskUnbilledWipExps"",
    ""View Type"": 8,
    ""Description"": ""TskUnbilledWipExps is a calculated field that displays the total billable dollar amount charged against each project task to date and compares it to the invoiced dollar amount to date. It provides insight into the billable charges that have not yet been invoiced for a specific project task, assuming that invoices are sub-totalled by project task. This field does not track expenses not yet linked to a specific invoice; that is tracked as 'Unbilled Expense WIP'.""
}"
